id,plate,well,nutrients,treatment,species,day,area_mm2,comp_rel
1,A,1,low,Blank,Blank,0,,
1,A,1,low,Blank,TOT,0,,
2,A,2,low,LM,LM,0,46.374,100
2,A,2,low,LM,TOT,0,46.374,100
3,A,3,low,SP,SP,0,58.251,100
3,A,3,low,SP,TOT,0,58.251,100
4,A,4,high,Blank,Blank,0,,
4,A,4,high,Blank,TOT,0,,
5,A,5,high,LM,LM,0,44.223,100
5,A,5,high,LM,TOT,0,44.223,100
6,A,6,high,SP,SP,0,72.015,100
6,A,6,high,SP,TOT,0,72.015,100
7,B,1,high,WB,WB,0,24.042,100
7,B,1,high,WB,TOT,0,24.042,100
8,B,2,high,LMSP,LM,0,25.582,28.94120575
8,B,2,high,LMSP,SP,0,62.811,71.05879425
8,B,2,high,LMSP,TOT,0,88.393,100
9,B,3,high,LMWB,LM,0,29.96,63.3310081
9,B,3,high,LMWB,WB,0,17.347,36.6689919
9,B,3,high,LMWB,TOT,0,47.307,100
10,B,4,low,WB,WB,0,41.408,100
10,B,4,low,WB,TOT,0,41.408,100
11,B,5,low,LMSP,LM,0,37.644,47.99632798
11,B,5,low,LMSP,SP,0,40.787,52.00367202
11,B,5,low,LMSP,TOT,0,78.431,100
12,B,6,low,LMWB,LM,0,19.676,46.50327338
12,B,6,low,LMWB,WB,0,22.635,53.49672662
12,B,6,low,LMWB,TOT,0,42.311,100
13,C,1,low,SPWB,SP,0,40.362,60.60451358
13,C,1,low,SPWB,WB,0,26.237,39.39548642
13,C,1,low,SPWB,TOT,0,66.599,100
14,C,2,low,LMSPWB,LM,0,34.722,34.29265595
14,C,2,low,LMSPWB,SP,0,43.148,42.61446687
14,C,2,low,LMSPWB,WB,0,23.382,23.09287718
14,C,2,low,LMSPWB,TOT,0,101.252,100
15,C,3,low,Blank,Blank,0,,
15,C,3,low,Blank,TOT,0,,
16,C,4,high,SPWB,SP,0,57.518,63.84575253
16,C,4,high,SPWB,WB,0,32.571,36.15424747
16,C,4,high,SPWB,TOT,0,90.089,100
17,C,5,high,LMSPWB,LM,0,33.774,39.64456757
17,C,5,high,LMSPWB,SP,0,21.838,25.63386233
17,C,5,high,LMSPWB,WB,0,29.58,34.7215701
17,C,5,high,LMSPWB,TOT,0,85.192,100
18,C,6,high,Blank,Blank,0,,
18,C,6,high,Blank,TOT,0,,
19,D,1,high,LM,LM,0,43.784,100
19,D,1,high,LM,TOT,0,43.784,100
20,D,2,high,SP,SP,0,61.64,100
20,D,2,high,SP,TOT,0,61.64,100
21,D,3,high,WB,WB,0,76.611,100
21,D,3,high,WB,TOT,0,76.611,100
22,D,4,low,LM,LM,0,59.023,100
22,D,4,low,LM,TOT,0,59.023,100
23,D,5,low,SP,SP,0,74.133,100
23,D,5,low,SP,TOT,0,74.133,100
24,D,6,low,WB,WB,0,74.262,100
24,D,6,low,WB,TOT,0,74.262,100
25,E,1,low,LMSP,LM,0,30.398,28.31276487
25,E,1,low,LMSP,SP,0,76.967,71.68723513
25,E,1,low,LMSP,TOT,0,107.365,100
26,E,2,low,LMWB,LM,0,33.43,45.10192793
26,E,2,low,LMWB,WB,0,40.691,54.89807207
26,E,2,low,LMWB,TOT,0,74.121,100
27,E,3,low,SPWB,SP,0,31.948,42.47274661
27,E,3,low,SPWB,WB,0,43.272,57.52725339
27,E,3,low,SPWB,TOT,0,75.22,100
28,E,4,high,LMSP,LM,0,32.468,50.2499497
28,E,4,high,LMSP,SP,0,32.145,49.7500503
28,E,4,high,LMSP,TOT,0,64.613,100
29,E,5,high,LMWB,LM,0,34.814,50.62087417
29,E,5,high,LMWB,WB,0,33.96,49.37912583
29,E,5,high,LMWB,TOT,0,68.774,100
30,E,6,high,SPWB,SP,0,39.926,42.5183434
30,E,6,high,SPWB,WB,0,53.977,57.4816566
30,E,6,high,SPWB,TOT,0,93.903,100
31,F,1,high,LMSPWB,LM,0,36.183,35.52158803
31,F,1,high,LMSPWB,SP,0,39.078,38.36366849
31,F,1,high,LMSPWB,WB,0,26.601,26.11474348
31,F,1,high,LMSPWB,TOT,0,101.862,100
32,F,2,high,Blank,Blank,0,,
32,F,2,high,Blank,TOT,0,,
33,F,3,high,LM,LM,0,47.52,100
33,F,3,high,LM,TOT,0,47.52,100
34,F,4,low,LMSPWB,LM,0,27.186,30.85496374
34,F,4,low,LMSPWB,SP,0,33.844,38.41151301
34,F,4,low,LMSPWB,WB,0,27.079,30.73352325
34,F,4,low,LMSPWB,TOT,0,88.109,100
35,F,5,low,Blank,Blank,0,,
35,F,5,low,Blank,TOT,0,,
36,F,6,low,LM,LM,0,53.7,100
36,F,6,low,LM,TOT,0,53.7,100
37,G,1,low,SP,SP,0,97.541,100
37,G,1,low,SP,TOT,0,97.541,100
38,G,2,low,WB,WB,0,70.231,100
38,G,2,low,WB,TOT,0,70.231,100
39,G,3,low,LMSP,LM,0,38.419,46.38631315
39,G,3,low,LMSP,SP,0,44.405,53.61368685
39,G,3,low,LMSP,TOT,0,82.824,100
40,G,4,high,SP,SP,0,91.534,100
40,G,4,high,SP,TOT,0,91.534,100
41,G,5,high,WB,WB,0,83.778,100
41,G,5,high,WB,TOT,0,83.778,100
42,G,6,high,LMSP,LM,0,32.559,31.74505675
42,G,6,high,LMSP,SP,0,70.005,68.25494325
42,G,6,high,LMSP,TOT,0,102.564,100
43,H,1,high,LMWB,LM,0,30.911,46.41291291
43,H,1,high,LMWB,WB,0,35.689,53.58708709
43,H,1,high,LMWB,TOT,0,66.6,100
44,H,2,high,SPWB,SP,0,44.035,56.95162959
44,H,2,high,SPWB,WB,0,33.285,43.04837041
44,H,2,high,SPWB,TOT,0,77.32,100
45,H,3,high,LMSPWB,LM,0,19.483,28.56786756
45,H,3,high,LMSPWB,SP,0,22.836,33.48436194
45,H,3,high,LMSPWB,WB,0,25.88,37.9477705
45,H,3,high,LMSPWB,TOT,0,68.199,100
46,H,4,low,LMWB,LM,0,32.84,45.25223574
46,H,4,low,LMWB,WB,0,39.731,54.74776426
46,H,4,low,LMWB,TOT,0,72.571,100
47,H,5,low,SPWB,SP,0,48.93,50.13422406
47,H,5,low,SPWB,WB,0,48.668,49.86577594
47,H,5,low,SPWB,TOT,0,97.598,100
48,H,6,low,LMSPWB,LM,0,15.702,16.3763793
48,H,6,low,LMSPWB,SP,0,38.946,40.61867712
48,H,6,low,LMSPWB,WB,0,41.234,43.00494358
48,H,6,low,LMSPWB,TOT,0,95.882,100
49,I,1,low,Blank,Blank,0,,
49,I,1,low,Blank,TOT,0,,
50,I,2,low,LM,LM,0,52.172,100
50,I,2,low,LM,TOT,0,52.172,100
51,I,3,low,SP,SP,0,66.557,100
51,I,3,low,SP,TOT,0,66.557,100
52,I,4,high,Blank,Blank,0,,
52,I,4,high,Blank,TOT,0,,
53,I,5,high,LM,LM,0,31.539,100
53,I,5,high,LM,TOT,0,31.539,100
54,I,6,high,SP,SP,0,79.173,100
54,I,6,high,SP,TOT,0,79.173,100
55,J,1,high,WB,WB,0,78.836,100
55,J,1,high,WB,TOT,0,78.836,100
56,J,2,high,LMSP,LM,0,41.702,40.14864878
56,J,2,high,LMSP,SP,0,62.167,59.85135122
56,J,2,high,LMSP,TOT,0,103.869,100
57,J,3,high,LMWB,LM,0,34.514,38.95749148
57,J,3,high,LMWB,WB,0,54.08,61.04250852
57,J,3,high,LMWB,TOT,0,88.594,100
58,J,4,low,WB,WB,0,109.752,100
58,J,4,low,WB,TOT,0,109.752,100
59,J,5,low,LMSP,LM,0,60.101,55.1683939
59,J,5,low,LMSP,SP,0,48.84,44.8316061
59,J,5,low,LMSP,TOT,0,108.941,100
60,J,6,low,LMWB,LM,0,40.09,44.69790726
60,J,6,low,LMWB,WB,0,49.601,55.30209274
60,J,6,low,LMWB,TOT,0,89.691,100
61,K,1,low,SPWB,SP,0,61.232,56.74568606
61,K,1,low,SPWB,WB,0,46.674,43.25431394
61,K,1,low,SPWB,TOT,0,107.906,100
62,K,2,low,LMSPWB,LM,0,29.703,25.48541815
62,K,2,low,LMSPWB,SP,0,33.216,28.49960103
62,K,2,low,LMSPWB,WB,0,53.63,46.01498082
62,K,2,low,LMSPWB,TOT,0,116.549,100
63,K,3,low,Blank,Blank,0,,
63,K,3,low,Blank,TOT,0,,
64,K,4,high,SPWB,SP,0,57.431,42.52006397
64,K,4,high,SPWB,WB,0,77.637,57.47993603
64,K,4,high,SPWB,TOT,0,135.068,100
65,K,5,high,LMSPWB,LM,0,40.838,25.10975295
65,K,5,high,LMSPWB,SP,0,61.649,37.9056555
65,K,5,high,LMSPWB,WB,0,60.151,36.98459155
65,K,5,high,LMSPWB,TOT,0,162.638,100
66,K,6,high,Blank,Blank,0,,
66,K,6,high,Blank,TOT,0,,
67,L,1,high,LM,LM,0,58.242,100
67,L,1,high,LM,TOT,0,58.242,100
68,L,2,high,SP,SP,0,90.344,100
68,L,2,high,SP,TOT,0,90.344,100
69,L,3,high,WB,WB,0,83.878,100
69,L,3,high,WB,TOT,0,83.878,100
70,L,4,low,LM,LM,0,52.528,100
70,L,4,low,LM,TOT,0,52.528,100
71,L,5,low,SP,SP,0,122.693,100
71,L,5,low,SP,TOT,0,122.693,100
72,L,6,low,WB,WB,0,92.153,100
72,L,6,low,WB,TOT,0,92.153,100
73,M,1,low,LMSP,LM,0,27.723,46.6756461
73,M,1,low,LMSP,SP,0,31.672,53.3243539
73,M,1,low,LMSP,TOT,0,59.395,100
74,M,2,low,LMWB,LM,0,28.446,28.67280186
74,M,2,low,LMWB,WB,0,70.763,71.32719814
74,M,2,low,LMWB,TOT,0,99.209,100
75,M,3,low,SPWB,SP,0,62.347,46.09044067
75,M,3,low,SPWB,WB,0,72.924,53.90955933
75,M,3,low,SPWB,TOT,0,135.271,100
76,M,4,high,LMSP,LM,0,27.684,29.04048086
76,M,4,high,LMSP,SP,0,67.645,70.95951914
76,M,4,high,LMSP,TOT,0,95.329,100
77,M,5,high,LMWB,LM,0,36.335,39.47954582
77,M,5,high,LMWB,WB,0,55.7,60.52045418
77,M,5,high,LMWB,TOT,0,92.035,100
78,M,6,high,SPWB,SP,0,50.753,42.96222933
78,M,6,high,SPWB,WB,0,67.381,57.03777067
78,M,6,high,SPWB,TOT,0,118.134,100
79,N,1,high,LMSPWB,LM,0,34.01,26.47537347
79,N,1,high,LMSPWB,SP,0,50.465,39.28490803
79,N,1,high,LMSPWB,WB,0,43.984,34.23971851
79,N,1,high,LMSPWB,TOT,0,128.459,100
80,N,2,high,Blank,Blank,0,,
80,N,2,high,Blank,TOT,0,,
81,N,3,high,LM,LM,0,42.763,100
81,N,3,high,LM,TOT,0,42.763,100
82,N,4,low,LMSPWB,LM,0,22.359,20.03368964
82,N,4,low,LMSPWB,SP,0,46.872,41.99736576
82,N,4,low,LMSPWB,WB,0,42.376,37.9689446
82,N,4,low,LMSPWB,TOT,0,111.607,100
83,N,5,low,Blank,Blank,0,,
83,N,5,low,Blank,TOT,0,,
84,N,6,low,LM,LM,0,53.313,100
84,N,6,low,LM,TOT,0,53.313,100
85,O,1,low,SP,SP,0,47.055,100
85,O,1,low,SP,TOT,0,47.055,100
86,O,2,low,WB,WB,0,73.771,100
86,O,2,low,WB,TOT,0,73.771,100
87,O,3,low,LMSP,LM,0,24.784,36.28750055
87,O,3,low,LMSP,SP,0,43.515,63.71249945
87,O,3,low,LMSP,TOT,0,68.299,100
88,O,4,high,SP,SP,0,63.006,100
88,O,4,high,SP,TOT,0,63.006,100
89,O,5,high,WB,WB,0,58.727,100
89,O,5,high,WB,TOT,0,58.727,100
90,O,6,high,LMSP,LM,0,30.936,43.34837317
90,O,6,high,LMSP,SP,0,40.43,56.65162683
90,O,6,high,LMSP,TOT,0,71.366,100
91,P,1,high,LMWB,LM,0,35.671,47.20009527
91,P,1,high,LMWB,WB,0,39.903,52.79990473
91,P,1,high,LMWB,TOT,0,75.574,100
92,P,2,high,SPWB,SP,0,49.888,51.02118042
92,P,2,high,SPWB,WB,0,47.891,48.97881958
92,P,2,high,SPWB,TOT,0,97.779,100
93,P,3,high,LMSPWB,LM,0,28.572,23.93345675
93,P,3,high,LMSPWB,SP,0,41.88,35.08095928
93,P,3,high,LMSPWB,WB,0,48.929,40.98558397
93,P,3,high,LMSPWB,TOT,0,119.381,100
94,P,4,low,LMWB,LM,0,42.424,41.87584519
94,P,4,low,LMWB,WB,0,58.885,58.12415481
94,P,4,low,LMWB,TOT,0,101.309,100
95,P,5,low,SPWB,SP,0,60.18,55.42201962
95,P,5,low,SPWB,WB,0,48.405,44.57798038
95,P,5,low,SPWB,TOT,0,108.585,100
96,P,6,low,LMSPWB,LM,0,27.673,23.68837795
96,P,6,low,LMSPWB,SP,0,31.044,26.57398927
96,P,6,low,LMSPWB,WB,0,58.104,49.73763279
96,P,6,low,LMSPWB,TOT,0,116.821,100
1,A,1,low,Blank,Blank,2,,
1,A,1,low,Blank,TOT,2,,
2,A,2,low,LM,LM,2,48.849,100
2,A,2,low,LM,TOT,2,48.849,100
3,A,3,low,SP,SP,2,76.941,100
3,A,3,low,SP,TOT,2,76.941,100
4,A,4,high,Blank,Blank,2,,
4,A,4,high,Blank,TOT,2,,
5,A,5,high,LM,LM,2,58.71,100
5,A,5,high,LM,TOT,2,58.71,100
6,A,6,high,SP,SP,2,104.889,100
6,A,6,high,SP,TOT,2,104.889,100
7,B,1,high,WB,WB,2,53.94,100
7,B,1,high,WB,TOT,2,53.94,100
8,B,2,high,LMSP,LM,2,50.127,37.84769412
8,B,2,high,LMSP,SP,2,82.317,62.15230588
8,B,2,high,LMSP,TOT,2,132.444,100
9,B,3,high,LMWB,LM,2,53.969,46.35197925
9,B,3,high,LMWB,WB,2,62.464,53.64802075
9,B,3,high,LMWB,TOT,2,116.433,100
10,B,4,low,WB,WB,2,63.862,100
10,B,4,low,WB,TOT,2,63.862,100
11,B,5,low,LMSP,LM,2,50.235,46.7137198
11,B,5,low,LMSP,SP,2,57.303,53.2862802
11,B,5,low,LMSP,TOT,2,107.538,100
12,B,6,low,LMWB,LM,2,28.436,32.31841067
12,B,6,low,LMWB,WB,2,59.551,67.68158933
12,B,6,low,LMWB,TOT,2,87.987,100
13,C,1,low,SPWB,SP,2,63.977,54.97439335
13,C,1,low,SPWB,WB,2,52.399,45.02560665
13,C,1,low,SPWB,TOT,2,116.376,100
14,C,2,low,LMSPWB,LM,2,45.103,32.56487271
14,C,2,low,LMSPWB,SP,2,53.892,38.91062945
14,C,2,low,LMSPWB,WB,2,39.507,28.52449784
14,C,2,low,LMSPWB,TOT,2,138.502,100
15,C,3,low,Blank,Blank,2,,
15,C,3,low,Blank,TOT,2,,
16,C,4,high,SPWB,SP,2,82.801,58.16392475
16,C,4,high,SPWB,WB,2,59.557,41.83607525
16,C,4,high,SPWB,TOT,2,142.358,100
17,C,5,high,LMSPWB,LM,2,57.372,39.55134878
17,C,5,high,LMSPWB,SP,2,33.496,23.09161226
17,C,5,high,LMSPWB,WB,2,54.189,37.35703896
17,C,5,high,LMSPWB,TOT,2,145.057,100
18,C,6,high,Blank,Blank,2,,
18,C,6,high,Blank,TOT,2,,
19,D,1,high,LM,LM,2,67.93,100
19,D,1,high,LM,TOT,2,67.93,100
20,D,2,high,SP,SP,2,72.502,100
20,D,2,high,SP,TOT,2,72.502,100
21,D,3,high,WB,WB,2,116.066,100
21,D,3,high,WB,TOT,2,116.066,100
22,D,4,low,LM,LM,2,70.759,100
22,D,4,low,LM,TOT,2,70.759,100
23,D,5,low,SP,SP,2,79.287,100
23,D,5,low,SP,TOT,2,79.287,100
24,D,6,low,WB,WB,2,100.844,100
24,D,6,low,WB,TOT,2,100.844,100
25,E,1,low,LMSP,LM,2,37.407,30.2361861
25,E,1,low,LMSP,SP,2,86.309,69.7638139
25,E,1,low,LMSP,TOT,2,123.716,100
26,E,2,low,LMWB,LM,2,43.701,43.2837447
26,E,2,low,LMWB,WB,2,57.263,56.7162553
26,E,2,low,LMWB,TOT,2,100.964,100
27,E,3,low,SPWB,SP,2,38.422,40.05170383
27,E,3,low,SPWB,WB,2,57.509,59.94829617
27,E,3,low,SPWB,TOT,2,95.931,100
28,E,4,high,LMSP,LM,2,58.012,57.36832737
28,E,4,high,LMSP,SP,2,43.11,42.63167263
28,E,4,high,LMSP,TOT,2,101.122,100
29,E,5,high,LMWB,LM,2,60.267,54.40536588
29,E,5,high,LMWB,WB,2,50.507,45.59463412
29,E,5,high,LMWB,TOT,2,110.774,100
30,E,6,high,SPWB,SP,2,49.916,39.46740041
30,E,6,high,SPWB,WB,2,76.558,60.53259959
30,E,6,high,SPWB,TOT,2,126.474,100
31,F,1,high,LMSPWB,LM,2,51.484,33.16883351
31,F,1,high,LMSPWB,SP,2,58.001,37.3674445
31,F,1,high,LMSPWB,WB,2,45.733,29.46372199
31,F,1,high,LMSPWB,TOT,2,155.218,100
32,F,2,high,Blank,Blank,2,,
32,F,2,high,Blank,TOT,2,,
33,F,3,high,LM,LM,2,71.872,100
33,F,3,high,LM,TOT,2,71.872,100
34,F,4,low,LMSPWB,LM,2,29.482,25.96961022
34,F,4,low,LMSPWB,SP,2,38.969,34.32635983
34,F,4,low,LMSPWB,WB,2,45.074,39.70402995
34,F,4,low,LMSPWB,TOT,2,113.525,100
35,F,5,low,Blank,Blank,2,,
35,F,5,low,Blank,TOT,2,,
36,F,6,low,LM,LM,2,66.475,100
36,F,6,low,LM,TOT,2,66.475,100
37,G,1,low,SP,SP,2,133.57,100
37,G,1,low,SP,TOT,2,133.57,100
38,G,2,low,WB,WB,2,97.372,100
38,G,2,low,WB,TOT,2,97.372,100
39,G,3,low,LMSP,LM,2,46.413,46.40325532
39,G,3,low,LMSP,SP,2,53.608,53.59674468
39,G,3,low,LMSP,TOT,2,100.021,100
40,G,4,high,SP,SP,2,159.337,100
40,G,4,high,SP,TOT,2,159.337,100
41,G,5,high,WB,WB,2,122.68,100
41,G,5,high,WB,TOT,2,122.68,100
42,G,6,high,LMSP,LM,2,59.316,34.602932
42,G,6,high,LMSP,SP,2,112.103,65.397068
42,G,6,high,LMSP,TOT,2,171.419,100
43,H,1,high,LMWB,LM,2,47.476,48.29066349
43,H,1,high,LMWB,WB,2,50.837,51.70933651
43,H,1,high,LMWB,TOT,2,98.313,100
44,H,2,high,SPWB,SP,2,53.873,52.85190127
44,H,2,high,SPWB,WB,2,48.059,47.14809873
44,H,2,high,SPWB,TOT,2,101.932,100
45,H,3,high,LMSPWB,LM,2,28.839,30.13101805
45,H,3,high,LMSPWB,SP,2,26.595,27.78648445
45,H,3,high,LMSPWB,WB,2,40.278,42.08249749
45,H,3,high,LMSPWB,TOT,2,95.712,100
46,H,4,low,LMWB,LM,2,38.034,43.61697248
46,H,4,low,LMWB,WB,2,49.166,56.38302752
46,H,4,low,LMWB,TOT,2,87.2,100
47,H,5,low,SPWB,SP,2,59.518,51.00828741
47,H,5,low,SPWB,WB,2,57.165,48.99171259
47,H,5,low,SPWB,TOT,2,116.683,100
48,H,6,low,LMSPWB,LM,2,22.235,17.38413185
48,H,6,low,LMSPWB,SP,2,43.353,33.89495246
48,H,6,low,LMSPWB,WB,2,62.316,48.72091569
48,H,6,low,LMSPWB,TOT,2,127.904,100
49,I,1,low,Blank,Blank,2,,
49,I,1,low,Blank,TOT,2,,
50,I,2,low,LM,LM,2,75.317,100
50,I,2,low,LM,TOT,2,75.317,100
51,I,3,low,SP,SP,2,82.92,100
51,I,3,low,SP,TOT,2,82.92,100
52,I,4,high,Blank,Blank,2,,
52,I,4,high,Blank,TOT,2,,
53,I,5,high,LM,LM,2,52.993,100
53,I,5,high,LM,TOT,2,52.993,100
54,I,6,high,SP,SP,2,101.348,100
54,I,6,high,SP,TOT,2,101.348,100
55,J,1,high,WB,WB,2,84.304,100
55,J,1,high,WB,TOT,2,84.304,100
56,J,2,high,LMSP,LM,2,57.669,43.8374179
56,J,2,high,LMSP,SP,2,73.883,56.1625821
56,J,2,high,LMSP,TOT,2,131.552,100
57,J,3,high,LMWB,LM,2,55.563,51.07268917
57,J,3,high,LMWB,WB,2,53.229,48.92731083
57,J,3,high,LMWB,TOT,2,108.792,100
58,J,4,low,WB,WB,2,99.836,100
58,J,4,low,WB,TOT,2,99.836,100
59,J,5,low,LMSP,LM,2,65.549,51.89821303
59,J,5,low,LMSP,SP,2,60.754,48.10178697
59,J,5,low,LMSP,TOT,2,126.303,100
60,J,6,low,LMWB,LM,2,48.089,54.15915848
60,J,6,low,LMWB,WB,2,40.703,45.84084152
60,J,6,low,LMWB,TOT,2,88.792,100
61,K,1,low,SPWB,SP,2,57.189,56.12211853
61,K,1,low,SPWB,WB,2,44.712,43.87788147
61,K,1,low,SPWB,TOT,2,101.901,100
62,K,2,low,LMSPWB,LM,2,31.115,30.19027197
62,K,2,low,LMSPWB,SP,2,34.507,33.48146279
62,K,2,low,LMSPWB,WB,2,37.441,36.32826524
62,K,2,low,LMSPWB,TOT,2,103.063,100
63,K,3,low,Blank,Blank,2,,
63,K,3,low,Blank,TOT,2,,
64,K,4,high,SPWB,SP,2,65.046,48.17365802
64,K,4,high,SPWB,WB,2,69.978,51.82634198
64,K,4,high,SPWB,TOT,2,135.024,100
65,K,5,high,LMSPWB,LM,2,55.649,29.88363164
65,K,5,high,LMSPWB,SP,2,84.22,45.22631955
65,K,5,high,LMSPWB,WB,2,46.35,24.89004881
65,K,5,high,LMSPWB,TOT,2,186.219,100
66,K,6,high,Blank,Blank,2,,
66,K,6,high,Blank,TOT,2,,
67,L,1,high,LM,LM,2,80.467,100
67,L,1,high,LM,TOT,2,80.467,100
